,Name,Society,Award,Year,Location,Data Source,Gender,pred_gender
1744,Vijay M Rao,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,2014,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,male
1745,Parvati Ramchandani ,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,2012,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,unknown
1746,Zhongxing Liao,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,2011,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,unknown
1747,Ewa Kuligowska ,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,2010,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,male
1748,Ella A Kazerooni ,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,2009,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,female
1749,Beryl R Benacerraf ,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,2008,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,unknown
1750,Katherine A Shaffer,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,2007,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,unknown
1751,Carol Rumack ,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,2006,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,unknown
1752,Ritsuko Komaki ,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,2005,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,unknown
1753,Melissa Rosado de Christenson ,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,2004,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,unknown
1754,Theresa C McLoud ,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,2003,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,unknown
1755,Hedvig Hricak,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,2002,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,unknown
1756,Karen King-Wah Fu,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,2001,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,unknown
1757,Kay H Vydareny,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,2000,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,male
1758,Helen Redman,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,1999,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,female
1759,Sarah Donaldson,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,1998,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,female
1760,Anne C Brower,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,1997,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,male
1761,Ruth G Ramsey,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,1996,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,unknown
1762,Anne G Osborn,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,1995,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,male
1763,Ann M Lewicki,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,1994,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,male
1764,Florence C H Chu,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,1993,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,unknown
1765,Mary Stuart Fisher,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,1992,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,male
1766,Linda K Olson ,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,1991,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,female
1767,Eleanor Montague,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,1990,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,unknown
1768,Adele Swenson,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,1989,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,male
1769,Wilma C Diner,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,1988,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,unknown
1770,Barbara Elizabeth Chick,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,1987,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,female
1771,Lucy Frank Squire ,American Association for Women Radiologists ,Marie Sklodowska-Curie Award ,1986,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners,2,female
1772,Melody Xu ,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2019,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2,unknown
1773,Anna Lee ,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2018,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2,male
1774,Jacqueline R Kelly ,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2017,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2,unknown
1775,Christina H Chapman,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2016,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2,unknown
1776,Miranda (Kim) Lam,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2015,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2,unknown
1777,Susan Hiniker,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2014,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2,male
1778,Jillian Tsai,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2013,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2,unknown
1779,Michelle Kim ,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2011,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2,female
1780,Ana Ponce Kiess,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2011,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2,female
1781,Yuriko Ann Minn,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2010,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2,unknown
1782,Stephanie Terezakis ,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2009,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2,unknown
1783,Beth Beadle,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2008,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2,female
1784,Ann Klopp,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2007,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2,male
1785,Sue Sun Yom,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2006,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2,male
1786,Reshma Jagsi,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2005,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2,unknown
1787,Mary Koshy,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2004,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2,male
1788,Karyn A Goodman,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2003,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2,unknown
1789,Torunn I Yock,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2002,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2,unknown
1790,Pamela J Schlembach,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2001,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2,female
1791,Angela Katz,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,2000,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2,female
1792,Sheri Marquez,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,1999,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2,male
1793,Ellen Bellairs,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,1998,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2,female
1794,Becki Sue Hill,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,1997,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2,unknown
1795,Gabrielle M Kane,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,1996,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2,unknown
1796,M Elizabeth Sands,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,1995,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2,male
1797,Li-Fen L Change,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,1994,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2,male
1798,Joan Keit ,American Association for Women Radiologists ,Eleanor Montague Distinguished Resident Award in Radiation Oncology ,1993,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081349-eleanor-montague-distinguished-resident-award-in-radiation-oncology,2,female
1799,Kirti Magudia ,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2019,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2,unknown
1800,Anna Trofimova ,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2018,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2,male
1801,Dania Daye,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2017,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2,unknown
1802,Rebecca Rakow-Penner,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2016,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2,unknown
1803,Jennifer Favinger,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2015,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2,unknown
1804,Manish Bahl,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2014,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2,unknown
1805,Elizabeth Asch,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2013,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2,female
1806,Gayatri Joshi,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2012,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2,unknown
1807,Mai-Lan Ho,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2011,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2,female
1808,Hui Jenny Chen,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2010,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2,male
1809,Dorota Wisner,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2009,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2,unknown
1810,Serena McClam,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2008,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2,female
1811,Meghan Blake,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2006,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2,unknown
1812,Avanti Ambekar,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2005,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2,unknown
1813,Gretchen E Green,American Association for Women Radiologists ,Lucy Frank Squire Distinguished Resident Award in Diagnostic Radiology ,2004,,https://www.aawr.org/Awards/AAWR-Awards/2019-Award-Winners#44081348-lucy-frank-squire-distinguished-resident-award-in-diagnostic-radiology,2,unknown
